# STATION 
# START_TIME 2023-04-18T15:21:14.000000Z
# SAMPING_FREQ 10.0
# NDAT 26070
# time [s],f004,f005,f006,f007
1.459999999999999964e+01,-1.812328244239060041e+03,-1.700735170156528682e+02,-1.100338268616833830e+03,-3.561268528266928115e+02
1.469999999999999929e+01,-1.806882847404322547e+03,-1.716540719664261303e+02,-1.102293372559368436e+03,-3.542324383956605516e+02
1.480000000000000071e+01,-1.813453256359716988e+03,-1.739999390595633599e+02,-1.106275334458400266e+03,-3.557616420079464206e+02
1.490000000000000036e+01,-1.816853248190500381e+03,-1.721331412241150929e+02,-1.107022605283174244e+03,-3.609564520727003014e+02
1.500000000000000000e+01,-1.817512159779681042e+03,-1.720529449410728944e+02,-1.110403820283875575e+03,-3.657120301792725741e+02
1.509999999999999964e+01,-1.819452177091015074e+03,-1.719040637363414703e+02,-1.109273923246364575e+03,-3.644500569678953070e+02
1.519999999999999929e+01,-1.816373358050698698e+03,-1.739325672832241878e+02,-1.098153885694389828e+03,-3.595366485891432831e+02
1.530000000000000071e+01,-1.817959199114116700e+03,-1.812767232065044141e+02,-1.095632736423702227e+03,-3.566267137487473065e+02
1.540000000000000036e+01,-1.826391612581873915e+03,-1.832685799530706277e+02,-1.103631628154330429e+03,-3.553507793655093110e+02
1.550000000000000000e+01,-1.824497578834868818e+03,-1.787951757688312568e+02,-1.104418871625911152e+03,-3.536802564234386068e+02
1.559999999999999964e+01,-1.816796879617198556e+03,-1.762913804574673691e+02,-1.098108356728819672e+03,-3.533770306114184905e+02
1.569999999999999929e+01,-1.815917109636101713e+03,-1.776805623259936056e+02,-1.097129348473481286e+03,-3.584145305935854822e+02
1.580000000000000071e+01,-1.813828431010612348e+03,-1.825758305902058396e+02,-1.100401107634576874e+03,-3.624028926776878734e+02
1.590000000000000036e+01,-1.812069754104353251e+03,-1.809736822637717069e+02,-1.095505225618235045e+03,-3.585823890886622394e+02
1.600000000000000000e+01,-1.818243707897440572e+03,-1.703969126469374373e+02,-1.090580262203199709e+03,-3.577865559710720618e+02
1.610000000000000142e+01,-1.819109308992906563e+03,-1.714928265709248478e+02,-1.099311675300768911e+03,-3.627242978313269077e+02
1.619999999999999929e+01,-1.810739532683372090e+03,-1.843425896327147200e+02,-1.104738347798222549e+03,-3.633665648824233472e+02
1.630000000000000071e+01,-1.807302927243032400e+03,-1.857176419332786850e+02,-1.101147596764722948e+03,-3.629074971031308223e+02
1.639999999999999858e+01,-1.810877324835018953e+03,-1.790413924296420873e+02,-1.106879335353047964e+03,-3.618513664913880348e+02
1.650000000000000000e+01,-1.816494139418299710e+03,-1.810164516179891621e+02,-1.113908219507892454e+03,-3.549579310892104331e+02
1.660000000000000142e+01,-1.818681212331425058e+03,-1.837409988071736962e+02,-1.106135079061470833e+03,-3.543653255811228746e+02
1.669999999999999929e+01,-1.812421847020558289e+03,-1.771499418792382130e+02,-1.097385885237340517e+03,-3.633285324493689927e+02
1.680000000000000071e+01,-1.808294402426775378e+03,-1.749403872275797767e+02,-1.101973640614429996e+03,-3.653736431232886162e+02
1.689999999999999858e+01,-1.811806245435855317e+03,-1.854098140493958908e+02,-1.108624104536210552e+03,-3.616896692462655665e+02
1.700000000000000000e+01,-1.811718748585357844e+03,-1.919039294205835802e+02,-1.107513101312875733e+03,-3.610611121023884493e+02
1.710000000000000142e+01,-1.811024690362566162e+03,-1.861419483307177529e+02,-1.105180865823498607e+03,-3.602045783864554096e+02
1.719999999999999929e+01,-1.815074025354762171e+03,-1.784208175630736264e+02,-1.103439788234877597e+03,-3.597976780613171286e+02
1.730000000000000071e+01,-1.814098442171505894e+03,-1.737005746671923703e+02,-1.100472791961171879e+03,-3.587598719745630547e+02
1.739999999999999858e+01,-1.810086164082687219e+03,-1.739754770536991941e+02,-1.099969050602322795e+03,-3.550454226495138528e+02
1.750000000000000000e+01,-1.809423328512059697e+03,-1.781839521793613699e+02,-1.102034168107630649e+03,-3.560413311924199888e+02
1.760000000000000142e+01,-1.808197061844577092e+03,-1.771803270397255687e+02,-1.103084757927174451e+03,-3.610799758956679284e+02
1.769999999999999929e+01,-1.808774078753989443e+03,-1.738978752085985775e+02,-1.101048686021906633e+03,-3.620167202025073721e+02
1.780000000000000071e+01,-1.811755696495756638e+03,-1.764620848812091651e+02,-1.100980002962316121e+03,-3.607931440288825229e+02
1.789999999999999858e+01,-1.812269877821319369e+03,-1.775867374597844730e+02,-1.107288053482979421e+03,-3.627985912776865121e+02
1.800000000000000000e+01,-1.811964173131769257e+03,-1.766628046973290509e+02,-1.110004277872326384e+03,-3.635385662119786048e+02
1.810000000000000142e+01,-1.810699649444858096e+03,-1.838214374754722371e+02,-1.107269368034153331e+03,-3.591753475545515357e+02
1.819999999999999929e+01,-1.810469703862091364e+03,-1.886398318901464677e+02,-1.109994332205072624e+03,-3.590135988771878601e+02
1.830000000000000071e+01,-1.817389320124905680e+03,-1.806350204578273519e+02,-1.111459170636507906e+03,-3.642863883921040724e+02
1.839999999999999858e+01,-1.824209630112459763e+03,-1.775365229827019675e+02,-1.105548702115728020e+03,-3.629168843017813515e+02
